S.NO.,Date,Month,SHIFT ,Incidnet No #,Data connecter,Priority,Alert/Incident,Name of the Shift Engineer,Handover Shift Engineer,Reported time Stamp,Responded Time stamp,MTTD (Mins),Resolution Time Stamp,MTTR    (Mins),Time To Breach SLA,Remaining Mins to Breach,Resolver Comments,VIP Users ,RULE,Service owner,Status,Remarks / Comments,False / True Positive,WHy False Positive,Justification,Quality Audit,Description,
131,8-Jun-25,June,Night,207890,Avanan,Medium,Alert,Harish,"Venkat, Aman, Ashiesh",6/9/2025 2:15,6/9/2025 2:18,3.00,6/9/2025 2:17,2.00,6/9/2025 6:15,Resolved,"Triaging Steps performed : Check ip reputation - clean. Check history -- no suspicious activities Sign in logs / -- no suspicious. closure comments :As checked the user""gshaw@arcutis.com"" location is DO ,where all the used Ips are clean and use known applications and device MFA was satisfied,Nothing suspicious closing as false positive. Escalating (yes/ No) No",No,Rule#289- Detect critical Anomaly alerts related to Avanan,Sentinel,Closed,Rule#289 08th June '2025 ( 207890).xlsx,False Positive,IP Clean,,Pass,,
132,9-Jun-25,June,Morning,207891,AD,High,Alert,venkat,"saranya, Umika, Uday & Dhroovi",6/9/2025 11:02,6/9/2025 11:04,2.00,6/9/2025 11:31,29.00,6/9/2025 12:02,Resolved,"Observed the events, checked sign in logs for the user(mpinnaka@arcutis.com) , detected IPs are clean but the IP is unfamiliar to the user, access blocked due to conditional access thus no successful attempt, Nothing suspicious",No,Unfamiliar sign-in properties,Sentinel,Closed,Rule#289 08th June '2025 ( 207890).xlsx,False Positive,IP Clean,took time to investigation,Pass,,
133,9-Jun-25,June,Morning,207892,AD,Low,Alert,venkat,"saranya, Umika, Uday & Dhroovi",6/9/2025 13:11,6/9/2025 13:17,6.00,6/9/2025 13:33,22.00,6/9/2025 21:11,Resolved,"Triaging Steps performed : Check ip reputation - clean. Check history -- no suspicious activities Sign in logs / -- no suspicious closure comments :Observed the events, Detected user are within IN, JM and CA locations and no successful attempt found Non-Interactive signin logs detected, reason being ""Access has been blocked due to conditional access policies' No suspicious activity found Escalating (yes/ No) No",No,Rule#002-Attempt to bypass conditional access rule in Microsoft Entra ID,Sentinel,Closed,Rule#002 09th June'2025 (207892).xlsx,False Positive,IP Clean,at this time I have been working on another alert ,Pass,,
134,9-Jun-25,June,Afternoon,207893,Firewall,Low,Alert,Saranya,"Teja,Sarvesh& Harish",6/9/2025 15:53,6/9/2025 15:58,5.00,6/9/2025 16:08,15.00,6/9/2025 23:53,Resolved,"Triaging Steps performed : observed the events , checked the IPs no malicious Ip was seen, no malicious activity was seen,closing as FP.",No,"Rule#007-Fortinet - Beacon pattern detected
",Sentinel,Closed,Rule 007-June-09-25 ( 207893 ).xlsx,False Positive,IP Clean,,Pass,,
135,9-Jun-25,June,Afternoon,207894,AD,High,Alert,Saranya,"Teja,Sarvesh& Harish",6/9/2025 16:57,6/9/2025 17:00,3.00,6/9/2025 17:06,9.00,6/9/2025 17:57,Resolved,"Triaging Steps performed : Check ip reputation - clean. Check history - user using clean IP Sign in logs / -- User mpinnaka@arcutis.com and the Location is NL and account access is locked,comments = Observed the events, Checked sign in logs for the user mpinnaka@arcutis.com , IPs are clean, False positive (yes/ No) No",No,"Rule#286- Atypical travel
",Sentinel,Closed,Rule #286 - Atypical Travel-June-09-25 ( 207894 ).xlsx,False Positive,IP Clean,,Pass,,
136,9-Jun-25,June,Afternoon,207895,AD,Low,Alert,Saranya,"Teja,Sarvesh& Harish",6/9/2025 17:46,6/9/2025 17:48,2.00,6/9/2025 17:52,6.00,6/10/2025 1:46,Resolved,"Triaging Steps performed : Check ip reputation - clean. Check history - user using clean IP Sign in logs / -- User gshaw@arcutis.com and the Location is DO, comments = Observed the events, Checked sign in logs for the user IPs are clean, False positive (yes/ No) No",No,"Anomalous Single Factor Signin
",Sentinel,Closed,Rule 025-June-09-25 ( 207895 ).xlsx,False Positive,IP Clean,,Pass,,
137,9-Jun-25,June,Afternoon,207896,AD ,Medium,Alert,Saranya,"Teja,Sarvesh& Harish",6/9/2025 17:49,6/9/2025 17:52,3.00,6/9/2025 17:54,5.00,6/9/2025 21:49,Resolved,"Triaging Steps performed : Check ip reputation - clean. Check history - user using clean IP Sign in logs / -- User mpinnaka@arcutis.com and the Location is NL and account access is Blocked,comments = Observed the events, Checked sign in logs for the user, IPs are clean, False positive (yes/ No) No",No,"Authentication Attempt from New Country
",Sentinel,Closed,Rule 021-June-10-25 ( 207896 ).xlsx,False Positive,IP Clean,,Pass,,
138,9-Jun-25,June,Afternoon,207897,AD ,Medium,Alert,Saranya,"Teja,Sarvesh& Harish",6/9/2025 18:33,6/9/2025 18:34,1.00,6/9/2025 18:36,3.00,6/9/2025 22:33,Resolved,"As checked the events, we could see that Admin jgreenwood@arcutis.com was working on the application management modifications, nothing suspicious, closing as False positive.",No,"Rule#130-New access credential added to Application or Service Principal
",Sentinel,Closed,Rule#130-June-09-25 ( 207897 ).xlsx,False Positive,Legitimate user,,Pass,,
139,9-Jun-25,June,Afternoon,207898,AD ,Medium,Alert,Saranya,"Teja,Sarvesh& Harish",6/9/2025 21:00,6/9/2025 21:01,1.00,6/9/2025 21:05,5.00,6/10/2025 1:00,Resolved,"Observed the events, All detected users used Nord VPN. No suspicious activity found.",No,Rule#008-Signins From VPS Providers,Sentinel,Closed,Rule 008-June-09-25 ( 207898 ).xlsx,False Positive,Nord VPN,,Pass,,
140,9-Jun-25,June,Night,207899,AD ,Medium,Alert,Teja,"Venkat, Aman, Ashiesh",6/9/2025 22:35,6/9/2025 22:36,1.00,6/9/2025 22:42,7.00,6/10/2025 2:35,Resolved,"Triaging steps: checked events as well as audit logs of the users, Due to the UserManagement - Self-service password reset flow activity progress - success ,action count was less, detected IP was clean, Nothing suspicious found ,closing it as false positive Escalating (Yes/ No) No..",Yes,Rule#017-Tracking Password Changes,Sentinel,Closed,Rule 017 - 9th June'25 (207899).xlsx,False Positive,Legitimate user,,Pass,,
141,9-Jun-25,June,Night,207900,AD,Medium,Alert,Teja,"Venkat, Aman, Ashiesh",6/9/2025 23:00,6/9/2025 23:01,1.00,6/9/2025 23:06,6.00,6/10/2025 3:00,Resolved,"Triaging Steps performed: Check IP - IP's are clean closure comments: Observed the events, admin jgreenwood has updated the policies, and checked the sign in logs of the user No Suspicious activity found closing as False positive Escalating (yes/ No) No",No,Rule#263-Detect unauthorized or changes in AD which allows access to critical business assets and review,Sentinel,Closed,Rule#263 - 9th June'2025 (207900).xlsx,False Positive,Legitimate user,,Pass,,
142,9-Jun-25,June,Night,207901,Box,Medium,Alert,Teja,"Venkat, Aman, Ashiesh",6/9/2025 23:00,6/9/2025 23:01,1.00,6/9/2025 23:08,8.00,6/10/2025 3:00,Resolved,"Triaging steps: By observing the events internal users access external domains, by observings additional details, these all are collaboration invites for business purpose and communications, nothing susicious found, closing it as a false positive Escalating (Yes/ No) No.",Yes,Rule#006-Box - Item shared to external entity,Sentinel,Closed,Rule 006 - 9th June'25 (207901).xlsx,False Positive,Legitimate user,,Pass,,
143,9-Jun-25,June,Night,207902,O365,Medium,Alert,Teja,"Venkat, Aman, Ashiesh",6/9/2025 23:00,6/9/2025 23:01,1.00,6/9/2025 23:14,14.00,6/10/2025 3:00,Resolved,"Traiging steps: By Observing the events, detected in domain user uploaded files to the teams and those were Accessed by users of arcutis domain only, nothing suspicious was found, Closing as false positive. Escalating (Yes/ No) No.",Yes,Rule#011-Files uploaded to teams and access summary,Sentinel,Closed,Rule 011 - 9th June'25 (207902).xlsx,False Positive,Legitimate user,,Pass,,
144,9-Jun-25,June,Night,207903,AD,Medium,Alert,Sarvesh,"Venkat, Aman, Ashiesh",6/9/2025 23:30,6/9/2025 23:31,1.00,6/9/2025 23:35,5.00,6/10/2025 3:30,Resolved,"Triaging Steps performed : Observed the events, admins adminlkarimisetti@arcutis.com adminypragada@arcutis.com and zcirelli@arcutis.com have elevated multiple roles by activating PIM ,it is legitimate activity Nothing suspicious, Clsoing as False positive, Escalating - No",No,Rule#010-Account Elevated to New Role,Sentinel,Closed,Rule 010-June-9-25 (207903).xlsx,False Positive,Legitimate user,,Pass,,
145,9-Jun-25,June,Night,207904,Box,Medium,Alert,Sarvesh,"Venkat, Aman, Ashiesh",6/10/2025 0:30,6/10/2025 0:30,0.00,6/10/2025 0:32,2.00,6/10/2025 4:30,Resolved,"Triaging steps: observed the events , checked the BOX logs for the users ,arcutis user Chuck Horton has been seen , no malicious activity detected, so closing it as a false positive Escalating (Yes/ No) No.",No,Rule#290- Detect High Volume of downloads/deletions in 24 hours time from BOX,Sentinel,Closed,Rule 290-June-9-25 (207904).xlsx,False Positive,Legitimate user,,Pass,,
146,9-Jun-25,June,Night,207905,AD,Low,Alert,Sarvesh,"Venkat, Aman, Ashiesh",6/10/2025 1:11,6/10/2025 1:13,2.00,6/10/2025 1:17,6.00,6/10/2025 9:11,Resolved,"Triaging Steps performed : Check ip reputation - clean. Check history -- no suspicious activities Sign in logs / -- no suspicious closure comments :Observed the events, Detected users from IN, US and CA locations and also from HK and CR no successful attempt found Non-Interactive signin logs detected, reason being ""Access has been blocked due to conditional access policies' No suspicious activity found Escalating (yes/ No) No",No,Rule#002-Attempt to bypass conditional access rule in Microsoft Entra ID,Sentinel,Closed,Rule 002- 09-June'25 (207905).xlsx,False Positive,Legitimate user,,Pass,,
147,9-Jun-25,June,Night,207906,AD,Medium,Alert,Sarvesh,"Venkat, Aman, Ashiesh",6/10/2025 2:43,6/10/2025 2:45,2.00,6/10/2025 2:47,4.00,6/10/2025 6:43,Resolved,"Triaging Steps performed : Check history -- no suspicious activities Sign in logs / -- nothing suspicious closure comments : Observed the events detected countries US, CA, IN only,but there is no successfull attempt and Guest MFA is enabled for all, clean IP, nothing suspicious. Escalating (yes/ No) No",No,Rule#019-Signin Logs with expanded Conditional access policies,Sentinel,Closed,Rule 019 - 9th June'25 (207906).xlsx,False Positive,Legitimate user,,Pass,,
148,9-Jun-25,June,Night,207907,AD,High,Alert,Harish,"Venkat, Aman, Ashiesh",6/10/2025 5:55,6/10/2025 6:00,5.00,6/10/2025 6:15,20.00,6/10/2025 6:55,Resolved,"Triaging Steps performed : Check ip reputation - clean. Check history - user using clean IP Sign in logs / -- User using known apps with MFA Satisfied Closure comments = Observed the events, Checked sign in logs for the user admin ckiser@arcutis.com , IPs are clean, detected user using known apps , MFA satisfied, US location, nothing suspicious found Closing as False positive",No,"Rule#286- Atypical travel
",Sentinel,Closed,Rule #286 - Atypical Travel-June-09-25 ( 207907).xlsx,False Positive,IP Clean,Console was not responding.,Pass,,
149,10-Jun-25,June,Morning,207908,AD,Low,Alert,Aman,"Umika, Saranya, Uday & Dhroovi",6/11/2025 13:11,6/11/2025 13:45,34.00,6/11/2025 14:17,66.00,6/11/2025 21:11,Resolved,"Triaging Steps performed : Check ip reputation - clean. Check history -- no suspicious activities Sign in logs / -- no suspicious closure comments :Observed the events, Detected users from IN, US and CA locations and also from HK and CR no successful attempt found Non-Interactive signin logs detected, reason being ""Access has been blocked due to conditional access policies' No suspicious activity found Escalating (yes/ No) No",No,Rule#002-Attempt to bypass conditional access rule in Microsoft Entra ID,Sentinel,Closed,Rule 002- 10-June'25 (207908),False Positive,Legitimate user,issue with the sentinal wasnt loading ,Pass,,
150,10-Jun-25,June,Afternoon,207909,AD,Medium,Alert,saranya,Teja & Harish,6/11/2025 14:43,6/11/2025 14:52,9.00,6/11/2025 14:57,14.00,6/11/2025 18:43,Resolved,"Triaging Steps performed : Check history -- no suspicious activities Sign in logs / -- nothing suspicious closure comments : Observed the events detected countries US, CA, IN only,but there is no successfull attempt and Guest MFA is enabled for all, clean IP, nothing suspicious. Escalating (yes/ No) No",No,Rule#019-Signin Logs with expanded Conditional access policies,Sentinel,Closed,Rule 019-June-10-25 ( 207909 ).xlsx,False Positive,IP Clean,Im in shift handover call and connect with kaisar Regarding Domo IR plan,Pass,,
151,10-Jun-25,June,Afternoon,207910,Firewall,Low,Alert,saranya,Teja & Harish,6/11/2025 15:53,6/11/2025 15:55,2.00,6/11/2025 16:00,7.00,6/11/2025 23:53,Resolved,"Triaging Steps performed : observed the events , checked the IPs no malicious Ip was seen, no malicious activity was seen,closing as FP.",No,"Rule#007-Fortinet - Beacon pattern detected
",Sentinel,Closed,Rule 007-June-10-25 ( 207910 ).xlsx,False Positive,IP Clean,,Pass,,
152,10-Jun-25,June,Afternoon,207911,Firewall,High,Alert,saranya,Teja & Harish,6/11/2025 17:20,6/11/2025 17:22,2.00,6/11/2025 17:37,17.00,6/11/2025 18:20,Resolved,"Observed the events, and found many users and IPs were detected and checked the sign in logs for the users, detected IPs are clean Nothing suspicious,closing as FP.",No,"Preview: Possible multistage attack activities detected by Fusion
",Sentinel,Closed,No Template,False Positive,IP Clean,many events were there taken much time to investigate,Pass,,
153,10-Jun-25,June,Afternoon,207912,AD,High,Alert,saranya,Teja & Harish,6/11/2025 17:21,6/11/2025 17:22,1.00,6/11/2025 17:33,12.00,6/11/2025 18:21,Resolved,"Observed the events, checked sign in logs for the user Todd Edwards, detected IPs are clean and locations is US Nothing suspicious,closing as FP.",No,Unfamiliar sign-in properties,Sentinel,Closed,Unfamiliar sign-in properties-June-10-25 ( 207912 ).xlsx,False Positive,Legitimate user,,Pass,,
154,10-Jun-25,June,Afternoon,207913,AD,High,Alert,saranya,Teja & Harish,6/11/2025 17:22,6/11/2025 17:23,1.00,6/11/2025 17:33,11.00,6/11/2025 18:22,Resolved,"Observed the events, checked sign in logs for the user Todd Edwards, detected IPs are clean and locations is US Nothing suspicious,closing as FP.",No,Unfamiliar sign-in properties,Sentinel,Closed,Unfamiliar sign-in properties-June-10-25 ( 207913 ).xlsx,False Positive,Legitimate user,,Pass,,
155,10-Jun-25,June,Afternoon,207914,AD,Low,Alert,saranya,Teja & Harish,6/11/2025 17:46,6/11/2025 17:49,3.00,6/11/2025 17:58,12.00,6/12/2025 1:46,Resolved,"Triaging Steps performed : Check ip reputation - clean. Check history - user using clean IP Sign in logs / -- Users and the Location are Known, comments = Observed the events, Checked sign in logs for the users IPs are clean, False positive (yes/ No) No",No,"Anomalous Single Factor Signin
",Sentinel,Closed,Rule 025-June-10-25 ( 207914 ).xlsx,False Positive,Legitimate user,,Pass,,
156,10-Jun-25,June,Afternoon,207915,AD,Medium,Alert,saranya,Teja & Harish,6/11/2025 17:49,6/11/2025 17:52,3.00,6/11/2025 18:02,13.00,6/11/2025 21:49,Resolved,"Triaging Steps performed : Check ip reputation - clean. Check history - user using clean IP Sign in logs / -- User 
jkiekhofer@arcutis.com,mmanduva@arcutis.com and the Location is US and account access is Blocked,comments = Observed the events, Checked sign in logs for the user, IPs are clean, False positive (yes/ No) No.",No,"Authentication Attempt from New Country
",Sentinel,Closed,Rule 021-June-10-25 ( 207915 ).xlsx,False Positive,Legitimate user,,Pass,,
157,10-Jun-25,June,Afternoon,207916,AD,High,Alert,saranya,Teja & Harish,6/11/2025 19:17,6/11/2025 19:25,8.00,6/11/2025 19:28,11.00,6/11/2025 20:17,Resolved,"Observed the events, checked sign in logs for the user Chitra Subgani, detected IPs are clean and locations is IE,and access is Blocked, Nothing suspicious,closing as FP.",No,Unfamiliar sign-in properties,Sentinel,Closed,Unfamiliar sign-in properties-June-10-25 ( 207916 ).xlsx,False Positive,Legitimate user,,Pass,,
158,10-Jun-25,June,Afternoon,207917,AD,High,Alert,saranya,Teja & Harish,6/11/2025 19:19,6/11/2025 19:25,6.00,6/11/2025 19:28,9.00,6/11/2025 20:19,Resolved,"Observed the events, checked sign in logs for the user Chitra Subgani, detected IPs are clean and locations is IE,and access is Blocked, Nothing suspicious,closing as FP.",No,Unfamiliar sign-in properties,Sentinel,Closed,Unfamiliar sign-in properties-June-10-25 ( 207917 ).xlsx,False Positive,Legitimate user,,Pass,,
159,10-Jun-25,June,Afternoon,207918,Avanan,Medium,Alert,saranya,Teja & Harish,6/11/2025 19:34,6/11/2025 19:38,4.00,6/11/2025 19:44,10.00,6/11/2025 23:34,Resolved,"As checked the Signin logs of user sattharkar@arcutis.com we could see detected IPs are clean and sign in attempts are done from known locations and user is using outdated browser with clean IP, Nothing suspicious, closing as false positive",No,"Rule#289- Detect critical Anomaly alerts related to Avanan
",Sentinel,Closed,Rule#289-June-10-25 ( 207918 ).xlsx,False Positive,Legitimate user,,Pass,,
160,10-Jun-25,June,Afternoon,207919,AD,Medium,Alert,saranya,Teja & Harish,6/11/2025 21:00,6/11/2025 21:01,1.00,6/11/2025 21:08,8.00,6/12/2025 1:00,Resolved,"Observed the events, All detected users used Nord VPN. No suspicious activity found.",No,Rule#008-Signins From VPS Providers,Sentinel,Closed,Rule 008-June-10-25 ( 207919 ).xlsx,False Positive,Nord VPN,,Pass,,
161,10-Jun-25,June,Night,207920,AD ,Medium,Alert,Teja,"Venkat, Aman,Ashiesh,Navtesh",6/10/2025 22:35,6/10/2025 22:39,4.00,6/10/2025 22:44,9.00,6/11/2025 2:35,Resolved,"Triaging steps: checked events as well as audit logs of the users(agarcia@arcutis.com,jlacombe@arcutis.com,gress - success wchen@arcutis.com &sdiffner@arcutis.com), Due to the UserManagement - Self-service password reset flow activity progress - success ,action count was less, detected IP was clean, Nothing suspicious found ,closing it as false positive Escalating (Yes/ No) No..",Yes,Rule#017-Tracking Password Changes,Sentinel,Closed,Rule 017 - 10th June'25 (207920).xlsx,False Positive,Legitimate user,,Pass,,
162,10-Jun-25,June,Night,207921,AD,Medium,Alert,Teja,"Venkat, Aman,Ashiesh,Navtesh",6/10/2025 23:00,6/10/2025 23:01,1.00,6/10/2025 23:05,5.00,6/11/2025 3:00,Resolved,"Triaging Steps performed: Check IP - IP's are clean closure comments: Observed the events, admin jgreenwood has updated the policies, and checked the sign in logs of the user No Suspicious activity found closing as False positive Escalating (yes/ No) No",No,Rule#263-Detect unauthorized or changes in AD which allows access to critical business assets and review,Sentinel,Closed,Rule#263 -10th June'2025 (207921).xlsx,False Positive,Legitimate user,,Pass,,
163,10-Jun-25,June,Night,207922,O365,Medium,Alert,Teja,"Venkat, Aman,Ashiesh,Navtesh",6/10/2025 23:00,6/10/2025 23:01,1.00,6/10/2025 23:07,7.00,6/11/2025 3:00,Resolved,"Traiging steps: By Observing the events, detected in domain user uploaded files to the teams and those were Accessed by users of arcutis domain only, nothing suspicious was found, Closing as false positive. Escalating (Yes/ No) No.",Yes,Rule#011-Files uploaded to teams and access summary,Sentinel,Closed,Rule 011 - 10th-June'25 (207922).xlsx,False Positive,Legitimate user,,Pass,,
164,10-Jun-25,June,Night,207923,Box,Medium,Alert,Teja,"Venkat, Aman,Ashiesh,Navtesh",6/10/2025 23:00,6/10/2025 23:01,1.00,6/10/2025 23:12,12.00,6/11/2025 3:00,Resolved,"Triaging steps: By observing the events internal users access external domains, by observings additional details, these all are collaboration invites for business purpose and communications, nothing susicious found, closing it as a false positive Escalating (Yes/ No) No.",Yes,Rule#006-Box - Item shared to external entity,Sentinel,Closed,Rule 006 - 10th-June'25 (207923).xlsx,False Positive,Legitimate user,,Pass,,
165,10-Jun-25,June,Night,207924,Avanan,Medium,Alert,Teja,"Venkat, Aman,Ashiesh,Navtesh",6/10/2025 23:30,6/10/2025 23:31,1.00,6/10/2025 23:35,5.00,6/11/2025 3:30,Resolved,"Triaging Steps performed : IP - Clean, Closure comments - Observed the events, user lbordonaro@arcutis.com has sent business related mail, No suspicious mail or activity was detected, Closing as false positive",Yes,"Rule#267-Detect outbound emails to public domains(Gmail, Yahoo etc)and review",Sentinel,Closed,Rule 267-June-10-25 (207924).xlsx,False Positive,Legitimate user,,Pass,,
166,10-Jun-25,June,Night,207925,AD,Medium,Alert,Teja,"Venkat, Aman,Ashiesh,Navtesh",6/10/2025 23:30,6/10/2025 23:31,1.00,6/10/2025 23:38,8.00,6/11/2025 3:30,Resolved,"Triaging Steps performed : Observed the events, 
adminccragle@arcutis.com,adminmluebbert@arcutis.com,adminhhanumandla@arcutis.com have elevated multiple roles by activating PIM ,it is legitimate activity Nothing suspicious, Clsoing as False positive, Escalating - No",No,Rule#010-Account Elevated to New Role,Sentinel,Closed,Rule 010-June-10-25 (207925).xlsx,False Positive,Legitimate user,,Pass,,
167,10-Jun-25,June,Night,207926,Box,Medium,Alert,Teja,"Venkat, Aman,Ashiesh,Navtesh",6/11/2025 0:24,6/11/2025 0:28,4.00,6/11/2025 0:38,14.00,6/11/2025 4:24,Resolved,"observed the events , the domain is clean asheldon@arcutis.com also only 3 files has been downloaded , no malicious activtiy was seen",No,Rule#295- Detect the number of deletions or downloads from a particular user in a day.,Sentinel,Closed,Rule#295-June-10-25 (207926).xlsx,False Positive,Legitimate user,,Pass,,
168,10-Jun-25,June,Night,207927,Box,Medium,Alert,Teja,"Venkat, Aman,Ashiesh,Navtesh",6/11/2025 0:30,6/11/2025 0:38,8.00,6/11/2025 0:45,15.00,6/11/2025 4:30,Resolved,"Triaging steps: observed the events , checked the BOX logs for the users ,arcutis user Amanda Sheldon,Karen Kehoe,Tiffany Tran has been seen , no malicious activity detected, so closing it as a false positive Escalating (Yes/ No) No.",No,Rule#290- Detect High Volume of downloads/deletions in 24 hours time from BOX,Sentinel,Closed,Rule 290-June-10-25 (207927).xlsx,False Positive,Legitimate user,Working on Domo alerts,Pass,,
169,10-Jun-25,June,Night,207928,AD,High,Alert,Teja,"Venkat, Aman,Ashiesh,Navtesh",6/11/2025 0:32,6/11/2025 0:42,10.00,6/11/2025 0:50,18.00,6/11/2025 1:32,Resolved,"Triaging Steps performed : Check ip reputation - clean. Check history - user using clean IP Sign in logs / -- User using known apps with MFA Satisfied Closure comments = Observed the events, Checked sign in logs for the user, IPs are clean, detected user using known apps and device, MFA satisfied, US location, nothing suspicious found Closing as False positive (yes/ No) No",No,Rule#286- Atypical travel,Sentinel,Closed,Rule #286 - 10th-June'25 (207928).xlsx,False Positive,Legitimate user,,Pass,,
170,10-Jun-25,June,Night,207929,Avanan,Medium,Alert,Teja,"Venkat, Aman,Ashiesh,Navtesh",6/11/2025 0:42,6/11/2025 0:48,6.00,6/11/2025 0:48,6.00,6/11/2025 4:42,Resolved,"By checking the events,tere is no resulits found",No,"Rule#289- Detect critical Anomaly alerts related to Avanan
",Sentinel,Closed,Rule#289-June-10-25 (207929).xlsx,False Positive,Legitimate user,,Pass,,
171,10-Jun-25,June,Night,207930,AD,Low,Alert,Teja,"Venkat, Aman,Ashiesh,Navtesh",6/11/2025 1:11,6/11/2025 1:15,4.00,6/11/2025 1:20,9.00,6/11/2025 9:11,Resolved,"Triaging Steps performed : Check ip reputation - clean. Check history -- no suspicious activities Sign in logs / -- no suspicious closure comments :Observed the events, Detected users from With in US , reason being ""Access has been blocked due to conditional access policies' No suspicious activity found Escalating (yes/ No) No",No,Rule#002-Attempt to bypass conditional access rule in Microsoft Entra ID,Sentinel,Closed,Rule 002- 10-June'25 (207930).xlsx,False Positive,Legitimate user,,Pass,,
172,10-Jun-25,June,Night,207931,sophos,High,Alert,Teja,"Venkat, Aman,Ashiesh,Navtesh",6/11/2025 1:27,6/11/2025 1:28,1.00,6/11/2025 1:34,7.00,6/11/2025 2:27,Resolved,"Triaging Steps performed: Check ip reputation - clean.device(ARQ-MBP-014) ,As checked All sophos services are running successfully so closing as FP.",No,Rule#280- Detect when One or more Sophos services are missing or not running.,Sophos,Closed,Rule 280-June-10-25 (207931).xlsx,False Positive,Legitimate user,,Pass,,
173,10-Jun-25,June,Night,207932,Sophos,High,Alert,Teja,"Venkat, Aman,Ashiesh,Navtesh",6/11/2025 1:39,6/11/2025 1:41,2.00,6/11/2025 1:44,5.00,6/11/2025 2:39,Resolved,Test Alert,No,Test - Rule#280- Detect when One or more Sophos services are missing or not running.,Sophos,Closed,Test Alert,Benign Positive,Legitimate user,,Pass,,
174,10-Jun-25,June,Night,207933,AD,Medium,Alert,Teja,"Venkat, Aman,Ashiesh,Navtesh",6/11/2025 2:43,6/11/2025 2:45,2.00,6/11/2025 2:50,7.00,6/11/2025 6:43,Resolved,"Triaging Steps performed : Check history -- no suspicious activities Sign in logs users(jsmelstor@arcutis.com,jbeaumier@arcutis.com,
mpinnaka@arcutis.com,ealmaraz@arcutis.com) / -- nothing suspicious closure comments : Observed the events detected countries US, CA, IN only,but there is no successfull attempt and Guest MFA is enabled for all, clean IP, nothing suspicious. Escalating (yes/ No) No",No,Rule#019-Signin Logs with expanded Conditional access policies,Sentinel,Closed,Rule 019-June-10-25 (207933).xlsx,False Positive,IP Clean,,Pass,,
175,10-Jun-25,June,Night,207934,Box,Medium,Alert,Teja,"Venkat, Aman,Ashiesh,Navtesh",6/11/2025 2:46,6/11/2025 2:48,2.00,6/11/2025 2:52,6.00,6/11/2025 6:46,Resolved,"observed the events , the domain is clean elizabeth.persaud@eversana.com also only 3 files has been downloaded , no malicious activtiy was seen",No,Rule#295- Detect the number of deletions or downloads from a particular user in a day.,Sentinel,Closed,Rule#295-June-10-25 (207934).xlsx,False Positive,Legitimate user,,Pass,,
176,10-Jun-25,June,Night,207935,AD,High,Alert,Harish,"Venkat, Aman,Ashiesh,Navtesh",6/11/2025 5:57,6/11/2025 6:01,4.00,6/11/2025 6:11,14.00,6/11/2025 6:57,Resolved,"Triaging Steps performed: Check IP reputation - clean. Check history -- No suspicious activities found, closure comments: Observed the events, checked sign in logs for the user tedwards@arcutis.com, detected IPs are clean and locations is US Nothing suspicious, closing as FP",No,Unfamiliar sign-in properties,Sentinel,Closed,Unfamiliar sign-in properties-June-10-25 (207935).xlsx,False Positive,Legitimate user,Taking time for investigation,Pass,,
177,10-Jun-25,June,Night,207936,AD,High,Alert,Harish,"Venkat, Aman,Ashiesh,Navtesh",6/11/2025 6:00,6/11/2025 6:01,1.00,6/11/2025 6:28,28.00,6/11/2025 7:00,Resolved,"Triaging Steps performed: Check IP reputation - clean. Check history -- No suspicious activities found, closure comments: Observed the events, checked sign in logs for the user tedwards@arcutis.com, detected IPs are clean and locations is US Nothing suspicious, closing as FP",No,Unfamiliar sign-in properties,Sentinel,Closed,Unfamiliar sign-in properties-June-10-25 (207936).xlsx,False Positive,Legitimate user,alert closed automatically,Pass,,
178,11-Jun-25,June,Morning,207937,Defender,Medium,Alert,Navtesh,"saranya, Umika, Uday & Dhroovi",6/11/2025 8:55,6/11/2025 8:59,4.00,6/11/2025 9:01,6.00,6/11/2025 12:55,Resolved,"Observed the Alert and IP Is internal IP and Url clean in Virus Total and Hybrid analysis, this seems nothing suspicious closing as FP.",No,"Microsoft Defender Threat Intelligence Analytics
",Sentinel,Closed,Microsoft Defender Threat Intelligence Analytics1-June-11-25 ( 207937).xlsx,False Positive,IP Clean,,Pass,,
179,11-Jun-25,June,Morning,207938,AD,Low,Alert,venkat,"saranya, Umika, Uday & Dhroovi",6/11/2025 13:11,6/11/2025 13:15,4.00,6/11/2025 13:18,7.00,6/11/2025 21:11,Resolved,"Triaging Steps performed : Check ip reputation - clean. Check history -- no suspicious activities Sign in logs / -- no suspicious closure comments :Observed the events, Detected users from With in US , reason being ""Access has been blocked due to conditional access policies' No suspicious activity found Escalating (yes/ No) No",No,Rule#002-Attempt to bypass conditional access rule in Microsoft Entra ID,Sentinel,Closed,Rule#002 11th June'2025 (207938).xlsx,False Positive,Legitimate user,,Pass,,
