S.NO.,Date,SHIFT ,Incidnet No #,Data connecter,Priority,Alert/Incident,Name of the Shift Engineer,Handover Shift Engineer,Reported time Stamp,Responded Time stamp,MTTD (Mins),Resolution Time Stamp,MTTR    (Mins),Time To Breach SLA,Remaining Mins to Breach,Resolver Comments,VIP Users ,RULE,Service owner,Status,Remarks / Comments,False / True Positive,WHy False Positive,Justification,Quality Audit,Description,,,,,,,,,,,,,,,,,,,,
124,5-Sep-25,Afternoon,211271,Sophos,High,Incident,Dhroovi,"Navtesh , Harish",9/5/2025 20:24,9/5/2025 20:26,2.00,9/5/2025 23:04,160.00,9/5/2025 21:24,Resolved,Observed the events sophos services are not running successfully so raised the tickect Device-ARQ-PROCDNA-1\Arcutis and the Incident ID (INC0096096) closing as TP,No,Rule#280- Detect when One or more Sophos services are missing or not running.,Sentinel,Closed,Rule 280-Sep-05-25 ( 2112721 ),True Positive,Legitimate user,,Fail,Provide justification for increased MTTR,,,,,,,,,,,,,,,,,,,,
125,5-Sep-25,Afternoon,211272,AD,Medium,Alert,Dhroovi,"Navtesh , Harish",9/5/2025 20:27,9/5/2025 20:28,1.00,9/5/2025 20:37,10.00,9/6/2025 0:27,Resolved,"Observed the events , user - eddie was seen , checked the sigin logs for the user and as he is admin , no malicous activty was seen closing it as FP.",No,Rule#016-User added to Microsoft Entra ID Privileged Groups,Sentinel,Closed,Rule#016-Sep-05-25 ( 211272),FalsePositive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
126,5-Sep-25,Afternoon,211273,AD,Medium,Alert,Dhroovi,"Navtesh , Harish",9/5/2025 20:57,9/5/2025 21:13,16.00,9/5/2025 21:59,62.00,9/6/2025 0:57,Resolved,"Checked events the ip is clean [""176.79.24.167""]checked the events the user sguindi@arcutis.com, checked the non interactive sign-in logs , theloction is us and PTthe user is using, the apps is also known, closing as FP.",No,Rule#021-Authentication Attempt from New Country,Sentinel,Closed,Rule021-Sep-05-25 (211273),FalsePositive,Legitimate user,,Fail,Provide justification for increased MTTR,,,,,,,,,,,,,,,,,,,,
127,5-Sep-25,Afternoon,211274,AD,Medium,Alert,Dhroovi,"Navtesh , Harish",9/5/2025 21:19,9/5/2025 21:29,10.00,9/5/2025 21:32,13.00,9/6/2025 1:19,Resolved,"Observed the events two IPs were seen source Ip - 192.168.10.34(private IP) and destination IP - 185.63.90.137 where the Ip is malicious with 11/94 in VT , no more details can be seen , also checked the sigin logs from the IP - 185.63.90.137 for pass 10 months ,no logs were seen",No,"Rule#167-Alert for IOCs related to Windows/ELF malware - IP, Hash IOCs - September 2021",Sentinel,Closed,no template,FalsePositive,Legitimate user,,Fail,Create Rule ID Template either provide the tentative timeline,,,,,,,,,,,,,,,,,,,,
128,5-Sep-25,Afternoon,211275,AD,Medium,Alert,Dhroovi,"Navtesh , Harish",9/5/2025 21:27,9/5/2025 21:29,2.00,9/5/2025 21:32,5.00,9/6/2025 1:27,Resolved,"Observed the events , user - Lwalsh was seen , checked the sigin logs for the user and as he is admin , no malicous activty was seen closing it as FP",No,Rule#016-User added to Microsoft Entra ID Privileged Groups,Sentinel,Closed,Rule#016-Sep-05-25 ( 211275),FalsePositive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
129,5-Sep-25,Night,211276,AD,Medium,Alert,Navtesh,Aman,9/5/2025 11:57,9/5/2025 11:59,2.00,9/5/2025 12:03,6.00,9/5/2025 15:57,Resolved,"Observed the events , user - jgreenwood@arcutis.com was seen , checked the sigin logs for the user and as he is admin , no malicous activty was seen closing it as FP.",No,Rule#016-User added to Microsoft Entra ID Privileged Groups,Sentinel,Closed,Rule#016-Sep-05-25 ( 211276),FalsePositive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
130,5-Sep-25,Night,211277,Avanan,Medium,Alert,Navtesh,Aman,9/5/2025 12:00,9/5/2025 12:02,2.00,9/5/2025 12:14,14.00,9/5/2025 16:00,Resolved,"Observed the events , user - jforristal@arcutis.com has sent an email to his personal mail ID - jenforristal@gmail.com, no malicious mail or activity was seen ,",No,"Rule#267-Detect outbound emails to public domains(Gmail, Yahoo etc)and review",Sentinel,Closed,Rule 267-Sept-05-25 (211277),FalsePositive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
131,5-Sep-25,Night,211278,AD,Medium,Alert,Navtesh,Aman,9/5/2025 12:05,9/5/2025 12:06,1.00,9/5/2025 12:15,10.00,9/5/2025 16:05,Resolved,"Observed the events , 10 users were seen and for all the users the action count was not more than 3 , checked the sigin logs for the users - mparedes@arcutis.com as there count was 6 , no malicious activity was seen",No,Rule#017-Tracking Password Changes,Sentinel,Closed,Rule#017-Sept-5-25 (211278),FalsePositive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
132,5-Sep-25,Night,211280,Box,Medium,Alert,Navtesh,Aman,9/5/2025 13:00,9/5/2025 13:01,1.00,9/5/2025 13:05,5.00,9/5/2025 17:00,Resolved,"Observed the events , checked the BOX logs for the arcutis users hjoshi@arcutis.com/ sarias@arcutis.com / sstephan@arcutis.com/ , no malicious activity was seen users downloaded business related files.",No,Rule#290- Detect High Volume of downloads/deletions in 24 hours time from BOX,Sentinel,Closed,Rule#295-Sep-05-25 ( 211280),FalsePositive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
133,5-Sep-25,Night,211281,AD,Medium,Alert,Navtesh,Aman,9/5/2025 13:00,9/5/2025 13:02,2.00,9/5/2025 13:07,7.00,9/5/2025 17:00,Resolved,"Observed the events , User - adminlkarimisetti@arcutis.com/admindkachi@arcutis.com raised the PIM request , checked the sigin logs for the user , legitimate activity.",No,Rule#010-Account Elevated to New Role,Sentinel,Closed,Rule#010-Sept-5-25 (211281),FalsePositive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
134,5-Sep-25,Night,211282,AD,Medium,Alert,Navtesh,Aman,9/5/2025 13:30,9/5/2025 13:31,1.00,9/5/2025 13:35,5.00,9/5/2025 17:30,Resolved,"Observed the events , user - tpollard@arcutis.com account is disabled and all the attempts are failed attempts , IPs are clean - 22600:4040:12d5:400:4110:8981:bbf1:1f3e / 2600:4040:12d5:400:a52f:fb26:70f:b4bf",No,Rule#283- Attempts to sign in to disabled accounts by IP address,Sentinel,Closed,Rule#283 - 05Sept'2025 (211282),FalsePositive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
135,5-Sep-25,Night,211283,Box,Medium,Alert,Navtesh,Aman,9/5/2025 13:52,9/5/2025 13:53,1.00,9/5/2025 13:58,6.00,9/5/2025 17:52,Resolved,"Triaging steps: By observing the events arcutis user(ames@arcutis.com & zcirelli@arcutis.com ) Shared folders which are business related, by observings additional details, these all are collaboration invites for business purpose and communications, IP is clean nothing suspicious found, closing it as a false positive Escalating (Yes/ No)",No,Rule#006-Box - Item shared to external entity,Sentinel,Closed,Rule 006- 5 Sept'25 (211283),FalsePositive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
136,5-Sep-25,Night,211284,AD,Medium,Alert,Navtesh,Aman,9/5/2025 13:52,9/5/2025 13:53,1.00,9/5/2025 13:59,7.00,9/5/2025 17:52,Resolved,"Observed the events , user - adminjseibert@arcutis.com has initiated and configured for the user - bchavez@arcutis.com , also checked the Ip - 2603:1036:2403::9 its clean no malicious activity was seen",No,Rule#003-New User configuration alert,Sentinel,Closed,Rule 003-Sept-5-25 ( 211284),FalsePositive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
137,5-Sep-25,Night,211285,AD,Medium,Alert,Navtesh,Aman,9/5/2025 13:57,9/5/2025 13:58,1.00,9/5/2025 14:02,5.00,9/5/2025 17:57,Resolved,"Observed the events , user - etheilig@arcutis.com was seen , checked the sigin logs for the user and as he is admin , no malicous activty was seen closing it as FP.",No,Rule#016-User added to Microsoft Entra ID Privileged Groups,Sentinel,Closed,Rule#016-Sep-05-25 ( 211285),FalsePositive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
138,5-Sep-25,Night,211286,Box,Medium,Alert,Navtesh,Aman,9/5/2025 14:43,9/5/2025 14:46,3.00,9/5/2025 14:51,8.00,9/5/2025 18:43,Resolved,"Observed the events , user -bwalker@arcutis.com was seen and only 18 folders were deleted , checked the BOX events , it is related to Canada Policies folder which are business related checked logs ,no malicious activity was seen",No,Rule#295- Detect the number of deletions or downloads from a particular user in a day.,Sentinel,Closed,Rule#295-Sep-05-25 ( 211286 )1,FalsePositive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
139,5-Sep-25,Night,211287,AD,Medium,Incident,Navtesh,Aman,9/5/2025 15:16,9/5/2025 15:17,1.00,9/5/2025 15:22,6.00,9/5/2025 19:16,Resolved,"User Name - Media@arcutis.com Location:SC. closure comments Observed the events, as checked sign in logs There was no successful attempt from these IP (212.11.64.185)and IP reputataion is Malicious in VT and IP Address involved in Password Spraying activity on Entra and Sign-in was blocked because it came from an IP address with malicious activity, No successful compromise activity seen Closing as TP",No,Rule#297 - Detecting unusual login patterns with behavior analytics rule,Sentinel,Closed,Rule#297-Aug-05-25 ( 211287),True Positive,,,Pass,,,,,,,,,,,,,,,,,,,,,
140,5-Sep-25,Night,211288,AD,Low,Alert,Navtesh,Aman,9/5/2025 15:27,9/5/2025 15:28,1.00,9/5/2025 15:33,6.00,9/5/2025 23:27,Resolved,"Triaging Steps performed: Check ip reputation are clean check history -- no suspicious activities, closure comments: Observed the events,4 users identified (awaqar@arcutis.com,arianna.valdez@the-considered.com,rebecca.hisler@the-considered.com,jenifer.maclusky@precisionvh.comtion is US ,MYand there are Non-Interactive signin logs and sign-in detected, reason being failed ""[ Due to a configuration change made by your administrator) and Access as been block checked sign in logs and user is using known apps and clean ip nothing suspicious . closing as fp",No,Rule#002-Attempt to bypass conditional access rule in Microsoft Entra ID,Sentinel,Closed,Rule#002 5th Sep'2025 (211288),False Postive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
141,5-Sep-25,Night,211289,Box,Medium,Alert,Harish,Aman,9/5/2025 5:25,9/5/2025 5:29,4.00,9/5/2025 5:35,10.00,9/5/2025 9:25,Resolved,"Observed the events , user -snakayama@arcutis.com was seen and  39 folders were deleted , checked the BOX events , it is related to Sample Selections, Azure24 Q4  income tax provision memo_final clean doc, Todd Franklin, TAX-01_Tax provision memo and evidence of review etc some folders related to November and december , checked logs ,no malicious activity was seen",No,Rule#295- Detect the number of deletions or downloads from a particular user in a day.,Sentinel,Closed,Rule#295-sept-05-25 ( 211289 ),FalsePositive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
142,6-Sep-25,Morning,211290,AD,High,Incident,Aman,Sarvesh,9/6/2025 7:16,9/6/2025 7:18,2.00,9/6/2025 7:21,5.00,9/6/2025 8:16,Resolved,"Observed the events , user - media@arcutis.com was seen , checked the sigin logs for the user all failed attempts were seen , many login attempts were seen mainly from CH also the IP is malicious - 212.11.64.185 and the app - Office 365 Exchange Online""
 ",No,Rule#297 - Detecting unusual login patterns with behavior analytics rule,Sentinel,Closed,Rule#297-Aug-06-25 ( 211290),True Positive,,,Pass,,,,,,,,,,,,,,,,,,,,,
143,6-Sep-25,Morning,211291,AD,High,Incident,Aman,Sarvesh,9/6/2025 7:16,9/6/2025 7:18,2.00,9/6/2025 7:21,5.00,9/6/2025 8:16,Resolved,"Observed the events , user - media@arcutis.com was seen , checked the sigin logs for the user all failed attempts were seen , many login attempts were seen mainly from CH also the IP is malicious - 212.11.64.185 and the app - Office 365 Exchange Online""
 ",No,Rule#297 - Detecting unusual login patterns with behavior analytics rule,Sentinel,Closed,Rule#297-Aug-06-25 ( 211291),True Positive,,,Fail,Missing Rule ID Template,,,,,,,,,,,,,,,,,,,,
144,6-Sep-25,Afternoon,211292,Box,Medium,Alert,Sarvesh,Harish & Uday,9/6/2025 17:59,9/6/2025 18:01,2.00,9/6/2025 18:08,9.00,9/6/2025 21:59,Resolved,"Observed the events , user Rclinton was seen and 3 folders were deleted , checked the BOX events , Business sample files for 2025 were deleted , checked logs ,no malicious activity was seen",No,Rule#295- Detect the number of deletions or downloads from a particular user in a day.,Sentinel,Closed,Rule#295-Sep-06-25 (211292).xlsx,FalsePositive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
145,6-Sep-25,Afternoon,211293,AD,Medium,Alert,Sarvesh,Harish & Uday,9/6/2025 18:14,9/6/2025 18:40,26.00,9/6/2025 19:08,54.00,9/6/2025 22:14,Resolved,"Triaging Steps performed : Check ip reputation - (71.232.228.91) clean. Check history -- no suspicious activities closure comments :checked the logs , jgreenwood@arcutis.com updated the application Legitimate activity , No suspicious activities found closing as False positive. Escalating (yes/ No) No",No,Application ID URI Changed,Sentinel,Closed,Application ID URI Changed 6- Sept '2025 (211293).xlsx,FalsePositive,Legitimate user,"Working on critical alert in DOMO, AVD got diconnected",Pass,,,,,,,,,,,,,,,,,,,,,
146,6-Sep-25,Afternoon,211294,AD,Medium,Incident,Sarvesh,Harish & Uday,9/6/2025 19:46,9/6/2025 19:49,3.00,9/6/2025 19:53,7.00,9/6/2025 23:46,Resolved,"Observed the events , user - media@arcutis.com was seen , checked the sigin logs for the user all failed attempts were seen , many login attempts were seen mainly from Switzerland also the IP is malicious, No successfull attempt found, Closing as True positive",No,Rule#297 - Detecting unusual login patterns with behavior analytics rule,Sentinel,Closed,Rule#297-Sep-06-25 (211294).xlsx,True Positive,,,Pass,,,,,,,,,,,,,,,,,,,,,
147,6-Sep-25,Afternoon,211295,AD,Medium,Alert,Sarvesh,Harish & Uday,9/6/2025 20:00,9/6/2025 20:00,0.00,9/6/2025 20:05,5.00,9/7/2025 0:00,Resolved,"Triaging Steps performed : Check ip reputation - clean. Check history -- No suspicious activities Sign in logs / -- no suspicious closure comments :Observed the events, checked signin logs for the user(tlin@hexgonhs.com, npatel@arcutis.com, bstepensom@arcutis.com & pburnett@arcutis.com) location is US,IPs are clean  and known to users checked the sign-in logs known location and device is registered device, and the appications also known applications only, there are all successful attempts only, No suspicious activities found so closing as FP",No,Rule#008-Signins From VPS Providers,Sentinel,Closed,Rule#008-Sep-06-25 (211295).xlsx,FalsePositive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
148,6-Sep-25,Night,211296,O365,Medium,Alert,Harish,Aman,9/6/2025 22:30,9/6/2025 22:33,3.00,9/6/2025 22:43,13.00,9/7/2025 2:30,Resolved,"Triaging Steps performed : Observed the events, Arcutis users(bmartin@arcutis.com, ejones@arcutis.com ) sent business related mail to gmail account (buihelenmed@gmail.com, danetej@gmail.com"") , subject -
Re: Rsvp zoryve dinner, FW: Your WHBM order #6110136264 confirmation No suspicious mail or activity was detected, Closing as false positive.",No,"Rule#267-Detect outbound emails to public domains(Gmail, Yahoo etc)and review",Sentinel,Closed,Rule 267-Sept-06-25 (211296),FalsePositive,Legitimate user,conflict error ,Pass,,,,,,,,,,,,,,,,,,,,,
149,6-Sep-25,Night,211297,Box,Medium,Alert,Harish,Aman,9/6/2025 23:30,9/6/2025 23:34,4.00,9/6/2025 23:40,10.00,9/7/2025 3:30,Resolved,"Triaging steps: observed the events , checked the BOX logs events , user Box Admin, Raman Khenanisho
 downloaded business related files from Box, downloaded size (582122390826,
5429745306, 85623751559) No malicious activity detected, so closing it as a false positive Escalating (Yes/ No) No",No,Rule#290- Detect High Volume of downloads/deletions in 24 hours time from BOX,Sentinel,Closed,Rule#290 - 6th Sept'25(211297),FalsePositive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
150,6-Sep-25,Night,211298,AD,Medium,Alert,Harish,Aman,9/6/2025 23:30,9/6/2025 23:34,4.00,9/6/2025 23:38,8.00,9/7/2025 3:30,Resolved,"Observed the events , user -wchen@arcutis.com was seen , where the role elevated was Cognitive Services Contributor, checked the sigin logs for the user , no malicious activity was seen",No,Rule#010-Account Elevated to New Role,Sentinel,Closed,Rule#010-Sept-6-25 (211298),FalsePositive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
151,6-Sep-25,Night,211299,AD,Medium,Alert,Harish,Aman,9/6/2025 23:39,9/6/2025 23:40,1.00,9/6/2025 23:43,4.00,9/7/2025 3:39,Resolved,"Triaging steps: IP : Clean, Closure comments :Observed events, checked sign in logs of users (
xliu@arcutis.com) , IP 108.53.218.237 which is clean, and user is using known apps(Veeva Vault SSO - PROD) and known device nothing suspicious found , closing as a false positive",No,Rule#183-Detect passwordless authentication,Sentinel,Closed,Rule 183-Sept-6th-25 (211299),FalsePositive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
152,6-Sep-25,Night,211300,AD,Medium,Incident,Harish,Aman,9/7/2025 0:00,9/7/2025 0:01,1.00,9/7/2025 0:11,11.00,9/7/2025 4:00,Resolved,"Triaging steps: By checked the events there is 1 user (bnagorniuk@arcutis.com ) triggerd in this alert and by checking the audit logs of the users there were found user accounts was disabled and by checking the signin logs of the users, we could see no successful attempt found after disabling the account.and ip (2600:1700:65f0:70b0:5c30:f31e:a5ae:7ed7) clean Escalating (Yes/No) No.",No,Rule#283- Attempts to sign in to disabled accounts by IP address,Sentinel,Closed,Rule#283 - 6th Sept'2025 (211300),True Positive,,taken time to check sign in logs ,Pass,,,,,,,,,,,,,,,,,,,,,
153,6-Sep-25,Night,211301,AD,Medium,Incident,Harish,Aman,9/7/2025 1:46,9/7/2025 1:51,5.00,9/7/2025 1:55,9.00,9/7/2025 5:46,Resolved,"User Name - Media@arcutis.com, eholland@arcutis.com Location: US. SC, closure comments Observed the events, as checked sign in logs There was no successful attempt from these IP (212.11.64.185,
65.191.64.120, 73.163.250.83)and IP reputataion is Malicious in VT and IP Address involved in Password Spraying activity on Entra No successful compromise activity seen Closing as TP",No,Rule#297 - Detecting unusual login patterns with behavior analytics rule,Sentinel,Closed,Rule#297-Sep-06-25 (211301),True Positive,,,Pass,,,,,,,,,,,,,,,,,,,,,
154,6-Sep-25,Night,211302,AD,Low,Alert,Harish,Aman,9/7/2025 1:57,9/7/2025 1:59,2.00,9/7/2025 2:03,6.00,9/7/2025 9:57,Resolved,"Triaging Steps performed: Check ip reputation are clean check history -- no suspicious activities, closure comments: Observed the events,one users identified (arianna.valdez@the-considered.com)location is US and there are Non-Interactive signin logs detected, reason being failed ""[ Due to a configuration change made by your administrator) and sign in logs and user is using known apps and clean ip nothing suspicious . closing as fp",No,Rule#002-Attempt to bypass conditional access rule in Microsoft Entra ID,Sentinel,Closed,Rule#002 4th Sep'2025 (211302),FalsePositive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
155,7-Sep-25,Morning,211303,AD,Medium,Incident,Aman,Sarvesh,9/7/2025 7:46,9/7/2025 8:23,37.00,9/7/2025 8:24,38.00,9/7/2025 11:46,Resolved,"Observed the events , user - media@arcutis.com was seen , checked the sigin logs for the user all failed attempts were seen , many login attempts were seen mainly from Switzerland also the IP is malicious, No successfull attempt found, Closing as True positive",No,Rule#297 - Detecting unusual login patterns with behavior analytics rule,Sentinel,Closed,Rule#297-Sep-07-25 (211303),True Positive,,login issue of windows app,Fail,Provide justification for increased MTTR,,,,,,,,,,,,,,,,,,,,
156,7-Sep-25,Morning,211304,sophos,High,Incident,Aman,Sarvesh,9/7/2025 10:12,9/7/2025 10:13,1.00,9/7/2025 10:24,12.00,9/7/2025 11:12,Resolved,"when triggered the alert initially some of the services are missing and After sometime all the sophos services are running successfully, (ARQ-MBP-027)",No,Rule#279- Detect when Alert Triggered in Sophos.,Sentinel,Closed,Rule#279- 07th Sept'7 (211304),True Positive,,,Pass,,,,,,,,,,,,,,,,,,,,,
157,7-Sep-25,Morning,211305,Sophos,High,Incident,Aman,Sarvesh,9/7/2025 10:24,9/7/2025 10:50,26.00,9/7/2025 10:56,32.00,9/7/2025 11:24,Resolved,"when triggered the alert initially some of the services are missing and After sometime all the sophos services are running successfully, (ARQ-MBP-027)",No,Rule#280- Detect when One or more Sophos services are missing or not running.,Sentinel,Closed,Rule#280 - 07th Sept'25 (211305),True Positive,,As it is a sophos had to check in the sophos console ,Fail,Provide justification for increased MTTR,,,,,,,,,,,,,,,,,,,,
158,7-Sep-25,Morning,211306,AD,High,Incident,Aman,Sarvesh,9/7/2025 13:46,9/7/2025 13:47,1.00,9/7/2025 13:49,3.00,9/7/2025 14:46,Resolved,"Observed the events , user - media@arcutis.com was seen , checked the sigin logs for the user all failed attempts were seen , many login attempts were seen mainly from Switzerland also the IP is malicious, No successfull attempt found, Closing as True positive",No,Rule#297 - Detecting unusual login patterns with behavior analytics rule,Sentinel,Closed,Rule#297-Sep-07-25 (211306),True Positive,,,Pass,,,,,,,,,,,,,,,,,,,,,
159,7-Sep-25,Morning,211307,AD,Medium,Alert,Aman,Sarvesh,9/7/2025 13:56,9/7/2025 13:57,1.00,9/7/2025 14:00,4.00,9/7/2025 17:56,Resolved,"Triaging Steps performed: Check ip reputation are clean check history -- no suspicious activities, closure comments: Observed the events,4 users identified (awaqar@arcutis.com,arianna.valdez@the-considered.com,rebecca.hisler@the-considered.com,jenifer.maclusky@precisionvh.comtion is US ,MYand there are Non-Interactive signin logs and sign-in detected, reason being failed ""[ Due to a configuration change made by your administrator) and Access as been block checked sign in logs and user is using known apps and clean ip nothing suspicious . closing as fp",No,Rule#002-Attempt to bypass conditional access rule in Microsoft Entra ID,Sentinel,Closed,Rule#002 7th Sep'2025 (211307),False Postive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
160,7-Sep-25,Afternoon,211308,Sophos,High,Alert,Sarvesh,Harish & Uday,9/7/2025 15:12,9/7/2025 15:17,5.00,9/7/2025 15:21,9.00,9/7/2025 16:12,Resolved,AzureAD\JagadeeshKelageri -Device :  PERS- AVD -10 - Cymulate activity,No,Rule#279- Detect when Alert Triggered in Sophos.,Sentinel,Closed,Rule#279- 07th Sept'25 (211308).xlsx,BenignPositive,,,Pass,,,,,,,,,,,,,,,,,,,,,
161,7-Sep-25,Afternoon,211309,AD,Medium,Incident,Sarvesh,Harish & Uday,9/7/2025 19:46,9/7/2025 19:48,2.00,9/7/2025 19:53,7.00,9/7/2025 23:46,Resolved,"Observed the events , user - media@arcutis.com was seen , checked the sigin logs for the user all failed attempts were seen , many login attempts were seen mainly from Switzerland also the IP is malicious, No successfull attempt found, Closing as True positive",No,Rule#297 - Detecting unusual login patterns with behavior analytics rule,Sentinel,Closed,Rule#297- 07th Sept'25 (211309).xlsx,True Positive,,,Pass,,,,,,,,,,,,,,,,,,,,,
162,7-Sep-25,Afternoon,211310,AD,Medium,Alert,Sarvesh,Harish & Uday,9/7/2025 20:00,9/7/2025 20:02,2.00,9/7/2025 20:08,8.00,9/8/2025 0:00,Resolved,"Triaging Steps performed : Check ip reputation - clean. Check history -- No suspicious activities Sign in logs / -- no suspicious closure comments :Observed the events, checked signin logs for the user(ggalian@arcutis.com ) location is US,IPs are clean (69.126.140.175) checked the sign-in logs known location and device is registered device, and the appications also known applications only, there are all successful attempts only, No suspicious activities found so closing as FP",No,Rule#008-Signins From VPS Providers,Sentinel,Closed,Rule#008- 07th Sept'25 (211310).xlsx,FalsePositive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
163,7-Sep-25,Night,211311,Avanan,Medium,Alert,Harish,"Aman, Venkat, Dhroovi ",9/7/2025 22:30,9/7/2025 22:32,2.00,9/7/2025 22:37,7.00,9/8/2025 2:30,Resolved,"Triaging Steps performed : Observed the events, Arcutis user(scanady@arcutis.com ) sent business related mail to (""godmother4767@gmail.com, jvanb14@twc.com"") , subject - FW: Confirmed: National Car Rental Reservation at RALEIGH DURHAM ARPT on September 26, 2025 (RDU), No suspicious mail or activity was detected, Closing as false positive.",No,"Rule#267-Detect outbound emails to public domains(Gmail, Yahoo etc)and review",Sentinel,Closed,Rule 267-Sept-07-25 (211311),FalsePositive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
164,7-Sep-25,Night,211312,AD,Medium,Incident,Harish,"Aman, Venkat, Dhroovi ",9/8/2025 0:00,9/8/2025 0:01,1.00,9/8/2025 0:06,6.00,9/8/2025 4:00,Resolved,"Triaging steps: By checked the events there is 1 user (tpollard@arcutis.com ) triggerd in this alert and by checking the audit logs of the users there were found user accounts was disabled and by checking the signin logs of the users, we could see no successful attempt found after disabling the account.and ip clean Escalating (Yes/No) No.",No,Rule#283- Attempts to sign in to disabled accounts by IP address,Sentinel,Closed,Rule#283 - 7th Sept'2025 (211312),True Positive,,,Pass,,,,,,,,,,,,,,,,,,,,,
165,7-Sep-25,Night,211313,AD,Medium,Incident,Harish,"Aman, Venkat, Dhroovi ",9/8/2025 1:46,9/8/2025 1:47,1.00,9/8/2025 1:57,11.00,9/8/2025 5:46,Resolved,"Observed the events , user - media@arcutis.com was seen , checked the sigin logs for the user all failed attempts were seen , many login attempts were seen mainly from Switzerland also the IP is malicious, No successfull attempt found, Closing as True positive",No,Rule#297 - Detecting unusual login patterns with behavior analytics rule,Sentinel,Closed,Rule#297- 07th Sept'25 (211313),True Positive,,,Pass,,,,,,,,,,,,,,,,,,,,,
167,7-Sep-25,Night,211314,AD,Medium,Alert,Harish,"Aman, Venkat, Dhroovi ",9/8/2025 1:56,9/8/2025 1:58,2.00,9/8/2025 2:02,6.00,9/8/2025 5:56,Resolved,"Triaging Steps performed: Check ip reputation are clean check history -- no suspicious activities, closure comments: Observed the events,4 users identified (awaqar@arcutis.com,arianna.valdez@the-considered.com,rebecca.hisler@the-considered.com,jenifer.maclusky@precisionvh.comtion is US ,MYand there are Non-Interactive signin logs and sign-in detected, reason being failed ""[ Due to a configuration change made by your administrator) and Access as been block checked sign in logs and user is using known apps and clean ip nothing suspicious . closing as fp",No,Rule#002-Attempt to bypass conditional access rule in Microsoft Entra ID,Sentinel,Closed,Rule#002 7th Sep'2025 (211314),False Postive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
168,8-Sep-25,Morning,211315,AD,Medium,Incident,venkat,"Umka, Sarvesh, Navtesh & Ashiesh",9/7/2025 19:16,9/7/2025 19:17,1.00,9/7/2025 19:27,11.00,9/7/2025 23:16,Resolved,"User Name - Media@arcutis.com, eholland@arcutis.com, Location: US, CH, closure comments Observed the events, as checked sign in logs There was no successful attempt from these IP (185.198.240.155, 212.11.64.185) and IP reputataion is Malicious in VT and IP Address involved in Password Spraying activity on Entra No successful compromise activity seen Closing as TP",No,Rule#297 - Detecting unusual login patterns with behavior analytics rule,Sentinel,Closed,Rule#297 8th Sep'25 (211315).xlsx,True Positive,,,Pass,,,,,,,,,,,,,,,,,,,,,
169,8-Sep-25,Morning,211316,AD,Medium,Incident,venkat,"Umka, Sarvesh, Navtesh & Ashiesh",9/8/2025 1:17,9/8/2025 1:19,2.00,9/8/2025 1:44,27.00,9/8/2025 5:17,Resolved,"User Name - Media@arcutis.com, eholland@arcutis.com, Location: US, CH, closure comments Observed the events, as checked sign in logs There was no successful attempt from these IP (45.8.19.140, 212.11.64.185) and IP reputataion is Malicious in VT and IP Address involved in Password Spraying activity on Entra No successful compromise activity seen Closing as TP",No,Rule#297 - Detecting unusual login patterns with behavior analytics rule,Sentinel,Closed,Rule#297 8th Sep'25 (211316).xlsx,True Positive,,getting issue with AVD,Pass,Provide justification for increased MTTR,,,,,,,,,,,,,,,,,,,,
