S.NO.,Date,Month,SHIFT ,Incidnet No #,Data connecter,Priority,Alert/Incident,Name of the Shift Engineer,Handover Shift Engineer,Reported time Stamp,Responded Time stamp,MTTD (Mins),Resolution Time Stamp,MTTR    (Mins),Time To Breach SLA,Remaining Mins to Breach,Resolver Comments,VIP Users ,RULE,Service owner,Status,Remarks / Comments,False / True Positive,WHy False Positive,Justification,Quality Audit,Description,
230,10-Jul-25,July,Afternoon,209075,AD,Medium,Alert,Saranya,Sarvesh & Harish,7/10/2025 20:57,7/10/2025 20:58,1.00,7/10/2025 21:05,8.00,7/11/2025 0:57,Resolved,"triaging steps performed:checked IP Reputation Clean, observed the events checked the IP's no malicious IP's detected,checked history-sign in logs of the users and the location is DE,BS,LC,NZ observed that No successfull attempts found due to Access has been blocked due to conditional access policies and user using known apps and IP is clean No suspicious activity found closing as false positive",No,Rule#021-Authentication Attempt from New Country,Sentinel,Closed,Rule 021-July-10-25 ( 209075 ).xlsx,False Positive,,,Pass,,
231,10-Jul-25,July,Afternoon,209076,AD,Medium,Alert,Saranya,Sarvesh & Harish,7/10/2025 21:00,7/10/2025 21:02,2.00,7/10/2025 21:07,7.00,7/11/2025 1:00,Resolved,"checked events all users are using Nord VPN, 2 users is using different ip checked sign in logs, user is using known apps and device and IP is clean and location is US, nothing suspicious found, closing as FP.",No,Rule#008-Signins From VPS Providers,Sentinel,Closed,Rule 008-July-10-25 ( 209076 ).xlsx,False Positive,,,Pass,,
232,10-Jul-25,July,Afternoon,209077,Box,Medium,Alert,Saranya,Sarvesh & Harish,7/10/2025 22:00,7/10/2025 22:05,5.00,7/10/2025 22:10,10.00,7/11/2025 2:00,Resolved,"Triaging steps: By observing the events internal users access external domains, by observings additional details, these all are look like business purpose communications only, so closing it as a false positive Escalating (Yes/ No) No.",No,Rule#006-Box - Item shared to external entity,Sentinel,Closed,Rule 006-July-10-25 ( 209077 ).xlsx,False Positive,,,Pass,,
233,10-Jul-25,July,Night,209078,Avanan,Medium,Alert,Harish,"Ashiesh, Venkat",7/10/2025 22:30,7/10/2025 22:33,3.00,7/10/2025 22:39,9.00,7/11/2025 2:30,Resolved,"Triaging Steps performed : Observed the events, Arcutis user sent business related mail, No suspicious mail or activity was detected, Closing as false positive",No,"Rule#267-Detect outbound emails to public domains(Gmail, Yahoo etc)and review",Sentinel,Closed,Rule#267 10th July'2025 (209078),False Positive,Legitimate user,,Pass,,
234,10-Jul-25,July,Night,209079,AD,Medium,Alert,Harish,"Ashiesh, Venkat",7/10/2025 22:35,7/10/2025 22:35,0.00,7/10/2025 22:45,10.00,7/11/2025 2:35,Resolved,"Triaging steps: checked events as well as audit logs of the users, users changed the passwords successfully ,action count was less, detected IP' are clean, Nothing suspicious found ,closing it as false positive Escalating (Yes/ No) No",No,Rule#017-Tracking Password Changes,Sentinel,Closed,Rule#017 10th July'25 (209079),False Positive,Legitimate user,,Pass,,
235,10-Jul-25,July,Night,209080,AD,Medium,Alert,Harish,"Ashiesh, Venkat",7/10/2025 23:30,7/10/2025 23:31,1.00,7/10/2025 23:36,6.00,7/11/2025 3:30,Resolved,"Triaging Steps performed : Observed the events, adminrketineni@arcutis.com,adminjseibert@arcutis.com have elevated role by activating PIM ,it is legitimate activity Nothing suspicious, Closing as False positive, Escalating - No",No,Rule#010-Account Elevated to New Role,Sentinel,Closed,Rule 010- 10th July'25 (26880),False Positive,Legitimate user,,Pass,,
236,10-Jul-25,July,Night,209081,Box,Medium,Alert,Harish,"Ashiesh, Venkat",7/10/2025 23:30,7/10/2025 23:31,1.00,7/10/2025 23:37,7.00,7/11/2025 3:30,Resolved,"Triaging steps: observed the events , checked the BOX logs for the users ,arcutis users downloaded files from Box, no malicious activity detected, so closing it as a false positive Escalating (Yes/ No) No",No,Rule#290- Detect High Volume of downloads/deletions in 24 hours time from BOX,Sentinel,Closed,Rule 290- 10th July-25 (209081),False Positive,Legitimate user,,Pass,,
237,10-Jul-25,July,Night,209082,AD,Medium,Alert,Harish,"Ashiesh, Venkat",7/11/2025 0:27,7/11/2025 0:28,1.00,7/11/2025 0:32,5.00,7/11/2025 4:27,Resolved,"Observed the events , checked the sigin logs , it is a legitimate activity lwalsh@arcutis.com was added to the role",No,Rule#016-User added to Microsoft Entra ID Privileged Groups,Sentinel,Closed,Rule#016- 10th July'25 ( 209082),False Positive,Legitimate user,,Pass,,
238,10-Jul-25,July,Night,209083,AD,Medium,Alert,Harish,"Ashiesh, Venkat",7/11/2025 0:30,7/11/2025 0:32,2.00,7/11/2025 0:42,12.00,7/11/2025 4:30,Resolved,"Triaging Steps performed :Check IP Reputation - clean Check history -- no suspicious activities Sign in logs / -- no suspicious closure comments :Observed the event triggered IPs are clean, observed signin failed due to mfa reject and authentication failed during strong authentication required nothing suspicious. Escalating (yes/ No) No",No,Rule#019-Signin Logs with expanded Conditional access policies,Sentinel,Closed,Rule#019 10th July'25 (209083),False Positive,Legitimate user,Working on other alert ,Pass,,
239,10-Jul-25,July,Night,209084,AD,Low,Alert,Harish,"Ashiesh, Venkat",7/11/2025 1:11,7/11/2025 1:14,3.00,7/11/2025 1:20,9.00,7/11/2025 9:11,Resolved,"Triaging Steps performed: Check ip reputation - clean. check history -- no suspicious activities, closure comments: Observed the events, total 16 users detected in the alert detected users from IN,US, CA locations and there are Non-Interactive signin logs detected, reason being failed ""Access has been blocked due to conditional access policies"" No suspicious activity found",No,Rule#002-Attempt to bypass conditional access rule in Microsoft Entra ID,Sentinel,Closed,Rule#002 10th July'2025 (209084),False Positive,Legitimate user,,Pass,,
240,10-Jul-25,July,Night,209085,Sophos,High,Alert,Harish,"Ashiesh, Venkat",7/11/2025 1:37,7/11/2025 1:37,0.00,7/11/2025 2:17,40.00,7/11/2025 2:37,Resolved,"checked the events , device - ARC-PC-PF4V1LAA it is related user JoshFrommer and I have escalated to yasaswini.",No,Rule#279- Detect when Alert Triggered in Sophos.,Sentinel,Closed,Rule#279- 10th July'25 (209085),False Positive,Cymulate Attack,Sophos alert ,Pass,,
241,10-Jul-25,July,Night,209086,AD,Medium,Alert,Sarvesh,"Ashiesh, Venkat",7/11/2025 3:27,7/11/2025 3:29,2.00,7/11/2025 3:32,5.00,7/11/2025 7:27,Resolved,"Triaging steps : Observed the events, user jgreenwood@arcutis.com has elevated his role by activating PIM, Nothing suspicious, Escalating : No     ",No,Rule#016-User added to Microsoft Entra ID Privileged Groups,Sentinel,Closed,Rule#016-July-10-25 (209086).xlsx,False Positive,,,Pass,,
242,11-Jul-25,July,Morning,209087,AD,Medium,Alert,venkat,"navtesh , saranya , dhroovi",7/11/2025 12:35,7/11/2025 12:37,2.00,7/11/2025 12:45,10.00,7/11/2025 16:35,Resolved,"Triaging steps: IP: Clean, Closure comments : Observed events, checked sign in logs of users (Ifreson@arcutis.com) clean IP, using registered devices and known apps nothing suspicious found, closing as a false positive",No,Rule#183-Detect passwordless authentication,Sentinel,Closed,Rule#183-Detect passwordless authentication (209087).xlsx,False Positive,,,Pass,,
243,11-Jul-25,July,Morning,209088,AD,Low,Alert ,venkat,"navtesh , saranya , dhroovi",7/11/2025 12:41,7/11/2025 12:43,2.00,7/11/2025 12:47,6.00,7/11/2025 20:41,Resolved,"Triaging Steps performed: Check ip reputation - clean. check history -- no suspicious activities, closure comments:
 
Observed the events, detected users from IN and US locations and there are Non-Interactive signin logs detected, reason being failed ""Access has been blocked due to conditional access policies"" No suspicious activity found",No,Rule#002-Attempt to bypass conditional access rule in Microsoft Entra ID,Sentinel,Closed,Rule#002 11th July'2025 (209088).xlsx,False Positive,Legitimate user,,Pass,,
244,11-Jul-25,July,Afternoon,209089,Sophos,High,Alert,Saranya,Sarvesh & Harish,7/11/2025 19:47,7/11/2025 19:48,1.00,7/11/2025 20:02,15.00,7/11/2025 20:47,Resolved,"As checked in Sophos, the device(ARQ-MBP-058) all Sophos services are  not running based on eddie conversation need to wait or some time and then check the sophos status, now the status was clean so closing as BP",No,Rule#279- Detect when Alert Triggered in Sophos.,Sophos,Closed,Rule#279-July-11-10-( 209089 ).xlsx,Benign Positive,,,Pass,,
245,11-Jul-25,July,Afternoon,209090,Sophos,High,Alert,Saranya,Sarvesh & Harish,7/11/2025 19:54,7/11/2025 19:55,1.00,7/11/2025 20:04,10.00,7/11/2025 20:54,Resolved,"As checked in Sophos, the device(ARQ-MBP-058) all Sophos services are  not running based on eddie conversation need to wait or some time and then check the sophos status, now the status was clean so closing as BP",No,Rule#280- Detect when One or more Sophos services are missing or not running.,Sophos,Closed,Rule 280-July-11-25- ( 209090 ).xlsx,Benign Positive,,,Pass,,
246,11-Jul-25,July,Afternoon,209091,Sophos,High,Incident ,Saranya,Sarvesh & Harish,7/11/2025 20:52,7/11/2025 20:53,1.00,7/11/2025 21:10,18.00,7/11/2025 21:52,Resolved,"As checked in Sophos, the device(ARQ-MBP-035) all Sophos services are  not running based on eddie conversation need to wait or some time and then check the sophos status, now the status was clean so closing as TP (INC0095368)",No,Rule#279- Detect when Alert Triggered in Sophos.,Sophos,Closed,Rule#279-July-11-25 ( 209091 ).xlsx,True Positive,,,Pass,,
247,11-Jul-25,July,Afternoon,209092,AD,Medium,Alert,Saranya,Sarvesh & Harish,7/11/2025 20:54,7/11/2025 20:55,1.00,7/11/2025 21:01,7.00,7/12/2025 0:54,Resolved,"triaging steps performed:checked IP Reputation Clean, observed the events checked the IP's no malicious IP's detected,checked history-sign in logs of the users and the location is NL,IE,LC,GR observed that No successfull attempts found due to Access has been blocked due to conditional access policies and user using known apps and IP is clean No suspicious activity found closing as false positive",No,Rule#021-Authentication Attempt from New Country,Sentinel,Closed,Rule 021-July-11-25-( 209092 ).xlsx,False Positive,,,Pass,,
248,11-Jul-25,July,Afternoon,209093,AD,Medium,Alert,Saranya,Sarvesh & Harish,7/11/2025 21:00,7/11/2025 21:01,1.00,7/11/2025 21:04,4.00,7/12/2025 1:00,Resolved,"checked events all users are using Nord VPN, 3 users is using different ip checked sign in logs, user is using known apps and device and IP is clean and location is US, nothing suspicious found, closing as FP.",Yes,Rule#008-Signins From VPS Providers,Sentinel,Closed,Rule 008-July-11-25 ( 209093 ).xlsx,False Positive,,,Pass,,
249,11-Jul-25,July,Afternoon,209094,Sophos,High,Incident ,Saranya,Sarvesh & Harish,7/11/2025 21:10,7/11/2025 21:11,1.00,7/11/2025 21:14,4.00,7/11/2025 22:10,Resolved,"As checked in Sophos, the device(ARQ-MBP-035) all Sophos services are  not running based on eddie conversation need to wait or some time and then check the sophos status, now the status was clean so closing as TP (INC0095368)",No,Rule#280- Detect when One or more Sophos services are missing or not running.,Sophos,Closed,Rule 280-July-11-25 ( 209094 ).xlsx,True Positive,,,Pass,,
250,11-Jul-25,July,Afternoon,209095,AD,Medium,Alert,Saranya,Sarvesh & Harish,7/11/2025 21:27,7/11/2025 21:28,1.00,7/11/2025 21:29,2.00,7/12/2025 1:27,Resolved,"Triaging steps : Observed the events, user jgreenwood@arcutis.com has elevated his role by activating PIM, Nothing suspicious, Escalating : No     ",No,Rule#016-User added to Microsoft Entra ID Privileged Groups,Sentinel,Closed,Rule#016-July-11-25 ( 209095 ).xlsx,False Positive,,,Pass,,
251,11-Jul-25,July,Afternoon,209096,AD,Medium,Alert,Saranya,Sarvesh & Harish,7/11/2025 21:27,7/11/2025 21:28,1.00,7/11/2025 21:30,3.00,7/12/2025 1:27,Resolved,"Triaging steps : Observed the events, user Eddie, has elevated his role by activating PIM, Nothing suspicious, Escalating : No     ",No,Rule#016-User added to Microsoft Entra ID Privileged Groups,Sentinel,Closed,Rule#016-July-11-25- ( 209096 ).xlsx,False Positive,,,Pass,,
252,11-Jul-25,July,Afternoon,209097,Box,Medium,Alert,Saranya,Sarvesh & Harish,7/11/2025 22:00,7/11/2025 22:01,1.00,7/11/2025 22:11,11.00,7/12/2025 2:00,Resolved,"Triaging steps: By observing the events internal users access external domains, by observings additional details, these all are look like business purpose communications only, so closing it as a false positive Escalating (Yes/ No) No.",No,Rule#006-Box - Item shared to external entity,Sentinel,Closed,Rule 006-July-11-25 ( 209097 ).xlsx,False Positive,,,Pass,,
253,11-Jul-25,July,Afternoon,209098,AD,Medium,Alert,Saranya,Sarvesh & Harish,7/11/2025 22:05,7/11/2025 22:09,4.00,7/11/2025 22:14,9.00,7/12/2025 2:05,Resolved,"Triaging Steps performed : Check ip reputation - clean. Check history - user using clean IP Sign in logs / -- User using known apps with MFA Satisfied Closure comments = Observed the events, Checked sign in logs for the user , IPs are clean, detected user using known apps and device, MFA satisfied, US location, nothing suspicious found Closing as False positive (yes/ No) No",No,Rule#286- Atypical travel,Sentinel,Closed,Rule #286 -July-11-25-( 209098 ).xlsx,False Positive,,,Pass,,
253,11-Jul-25,July,Night,209099,Avanan,Medium,Alert,Sarvesh,Aman,7/11/2025 22:30,7/11/2025 22:31,1.00,7/11/2025 22:37,7.00,7/12/2025 2:30,Resolved,"Triaging Steps performed : Observed the events, Arcutis user sent business related mail, No suspicious mail or activity was detected, Closing as false positive",No,"Rule#267-Detect outbound emails to public domains(Gmail, Yahoo etc)and review",Sentinel,Closed,Rule#267 11th July'2025 (209099).xlsx,False Positive,Legitimate user,,Fail,Missing Rule ID Template,
253,11-Jul-25,July,Night,209100,AD,Medium,Alert,Sarvesh,Aman,7/11/2025 22:35,7/11/2025 22:43,8.00,7/11/2025 22:48,13.00,7/12/2025 2:35,Resolved,"Triaging steps: checked events as well as audit logs of the users, users changed the passwords successfully ,action count was less, detected IP' are clean, Nothing suspicious found ,closing it as false positive Escalating (Yes/ No) No",No,Rule#017-Tracking Password Changes,Sentinel,Closed,Rule#017 11th July'2025 (209100).xlsx,False Positive,Legitimate user,investigation took time,Fail,Missing Rule ID Template,
253,11-Jul-25,July,Night,209101,Box,Medium,Alert,Sarvesh,Aman,7/11/2025 23:30,7/11/2025 23:33,3.00,7/11/2025 23:34,4.00,7/12/2025 3:30,Resolved,"Triaging steps: observed the events , checked the BOX logs for the users ,arcutis users downloaded files from Box, no malicious activity detected, so closing it as a false positive Escalating (Yes/ No) No",No,Rule#290- Detect High Volume of downloads/deletions in 24 hours time from BOX,Sentinel,Closed,Rule#290 11th July'2025 (209101).xlsx,False Positive,Legitimate user,,Fail,Missing Rule ID Template,
253,11-Jul-25,July,Night,209102,AD,Medium,Incident ,Sarvesh,Aman,7/12/2025 0:00,7/12/2025 0:00,0.00,7/12/2025 0:14,14.00,7/12/2025 4:00,Resolved,"Triaging steps: checked the events there is 1 user triggered in this alert (atimpone@arcutis.com) a by checking the signin logs of the users, we could see no successful attempt found after disabling the account and users trying to login Tableau app ips are clean Escalating (Yes/No) No.",No,Rule#283- Attempts to sign in to disabled accounts by IP address,Sentinel,Closed,Rule#283 11th July'2025 (209102).xlsx,True Positive,,investigation took time,Fail,Missing Rule ID Template,
253,11-Jul-25,July,Night,209103,AD,Medium,Alert,Sarvesh,Aman,7/12/2025 0:22,7/12/2025 0:26,4.00,7/12/2025 0:30,8.00,7/12/2025 4:22,Resolved,"Triaging Steps performed: Initiated by adminjseibert@arcutis.com Closure Comments - checked the events we could see the 3 users were added by ""adminjseibert@arcutis.com"" it is a legitimate activity, IPs was clean, closing as False positive Escalating (yes/ No) No",No,Rule#003-New User configuration alert,Sentinel,Closed,Rule#003 11th July'2025 (209103).xlsx,False Positive,Legitimate user,,Fail,Missing Rule ID Template,
253,11-Jul-25,July,Night,209104,AD,Medium,Alert,Sarvesh,Aman,7/12/2025 0:30,7/12/2025 0:31,1.00,7/12/2025 0:36,6.00,7/12/2025 4:30,Resolved,"Triaging Steps performed :Check IP Reputation - clean Check history -- no suspicious activities Sign in logs / -- no suspicious closure comments :Observed the event triggered IPs are clean, observed signin failed due to mfa reject and authentication failed during strong authentication required nothing suspicious. Escalating (yes/ No) No",No,Rule#019-Signin Logs with expanded Conditional access policies,Sentinel,Closed,Rule#019 11th July'2025 (209104).xlsx,False Positive,Legitimate user,,Fail,Missing Rule ID Template,
253,11-Jul-25,July,Night,209105,Box,Medium,Alert,Sarvesh,Aman,7/12/2025 0:49,7/12/2025 1:07,18.00,7/12/2025 1:18,29.00,7/12/2025 4:49,Resolved,"Triaging steps: observed the events , checked the BOX logs for the users ,arcutis users downloaded files from Box, no malicious activity detected, so closing it as a false positive Escalating (Yes/ No) No",No,Rule#295- Detect the number of deletions or downloads from a particular user in a day.,Sentinel,Closed,Rule#295 11th July'2025 (209105).xlsx,False Positive,Legitimate user,Events not loading ,Fail,Missing Rule ID Template,
253,11-Jul-25,July,Night,209106,AD,Low,Alert,Sarvesh,Aman,7/12/2025 1:11,7/12/2025 1:17,6.00,7/12/2025 1:22,11.00,7/12/2025 9:11,Resolved,"Triaging Steps performed: Check ip reputation - clean. check history -- no suspicious activities, closure comments: Observed the events, detected users from IN and US locations and there are Non-Interactive signin logs detected, reason being failed ""Access has been blocked due to conditional access policies"" No suspicious activity found",No,Rule#002-Attempt to bypass conditional access rule in Microsoft Entra ID,Sentinel,Closed,Rule#002 11th July'2025 (209106).xlsx,False Positive,Legitimate user,Events not loading ,Fail,Missing Rule ID Template,
253,11-Jul-25,July,Night,209107,Sophos,High,Alert,Sarvesh,Aman,7/12/2025 1:22,7/12/2025 1:23,1.00,7/12/2025 1:44,22.00,7/12/2025 2:22,Resolved,"checked the events , device - ARC-PC-PF4V1LAA it is related user JoshFrommer and part of Cymulate activity confirmed by  yasaswini.",No,Rule#279- Detect when Alert Triggered in Sophos.,Sentinel,Closed,Rule#279 11th July'2025 (209107).xlsx,Benign Positive,,Sophos ALert,Fail,Missing Rule ID Template,
253,11-Jul-25,July,Night,209108,Box,Medium,Alert,Sarvesh,Aman,7/12/2025 1:55,7/12/2025 2:02,7.00,7/12/2025 2:06,11.00,7/12/2025 5:55,Resolved,"Triaging steps: observed the events , checked the BOX logs for the users ,arcutis users downloaded files from Box, no malicious activity detected, so closing it as a false positive Escalating (Yes/ No) No",No,Rule#295- Detect the number of deletions or downloads from a particular user in a day.,Sentinel,Closed,Rule#295 11th July'2025 (209108).xlsx,False Positive,Legitimate user,Events not loading ,Fail,Missing Rule ID Template,
253,11-Jul-25,July,Night,209109,Firewall,Medium,Alert,Harish,Aman,7/12/2025 3:58,7/12/2025 4:01,3.00,7/12/2025 4:06,8.00,7/12/2025 7:58,Resolved,"Triaging Steps performed : Check ip reputation - clean. Check history -- no suspicious activities Sign in logs - NA closure comments :Observed the events, clean IPs and internal IPs detected,domains are also clean nothing suspicious Escalating (yes/ No) No",No,Rule#015-Possible contact with a domain generated by a DGA,Sentinel,Closed,Rule 015-July-11 ( 209109),False Positive,IP Clean,,Pass,,
253,11-Jul-25,July,Night,209110,AD,Medium,Alert,Harish,Aman,7/12/2025 4:27,7/12/2025 4:32,5.00,7/12/2025 4:34,7.00,7/12/2025 8:27,Resolved,"Triaging steps : Observed the Events and checked user( Eddie) was added into MS-PIM, nothing Suspicious activities found, closing as FP.., Escalating : No",No,Rule#016-User added to Microsoft Entra ID Privileged Groups,Sentinel,Closed,Rule#016- 11th July'25 ( 209110),False Positive,Legitimate user,,Pass,,
254,12-Jul-25,July,Morning,209111,AD,Medium,Alert,Harish,Aman,7/12/2025 6:41,7/12/2025 6:45,4.00,7/12/2025 6:53,12.00,7/12/2025 10:41,Resolved,"Triaging Steps performed : Check ip reputation - clean. Check history - user using clean IP Sign in logs / -- User using known apps with MFA Satisfied Closure comments = Observed the events, Checked sign in logs for the user , IPs are clean, detected user using known apps and device, MFA satisfied, US location, nothing suspicious found Closing as False positive (yes/ No) No",No,Rule#286- Atypical travel,Sentinel,Closed,Rule #286 -July-12-25-( 209111),False Positive,Legitimate user,,Pass,,
255,12-Jul-25,July,Morning,209112,Avanan,Medium,Alert,Harish,Aman,7/12/2025 11:24,7/12/2025 11:24,0.00,7/12/2025 11:35,11.00,7/12/2025 15:24,Resolved,"Triaging Steps performed : Check ip reputation - clean. Check history -- no suspicious activities Sign in logs / -- no suspicious. closure comments :As checked the sign in logs, user location is US ,where all the used Ips are clean and and user is using known applications and MFA was satisfied, user was using the outdated browser version, Nothing suspicious closing as false positive. Escalating (yes/ No) No",No,Rule#289- Detect critical Anomaly alerts related to Avanan,Sentinel,Closed,Rule#289 - 12th July'25 (209112),False Positive,Legitimate user,,Pass,,
256,12-Jul-25,July,Morning,209113,AD,Medium,Alert,Harish,Aman,7/12/2025 13:01,7/12/2025 13:08,7.00,7/12/2025 13:13,12.00,7/12/2025 17:01,Resolved,"Triaging steps: IP : Clean, Closure comments :Observed events, checked sign in logs of users lfreson@arcutis.com and ktaylor@arcutis.com.com , clean IP, using registered devices and known apps nothing suspicious found , closing as a false positive",No,Rule#183-Detect passwordless authentication,Sentinel,Closed,Rule#183 12th Jul'25 (209113),False Positive,Legitimate user,,Pass,,
257,12-Jul-25,July,Morning,209114,AD,Medium,Alert,Harish,Aman,7/12/2025 13:11,7/12/2025 13:13,2.00,7/12/2025 13:20,9.00,7/12/2025 17:11,Resolved,"Triaging Steps performed: Check ip reputation - clean. check history -- no suspicious activities, closure comments: Observed the events, detected users from US,CN, MX & MA locations and there are Non-Interactive signin logs detected, reason being failed ""Access has been blocked due to conditional access policies"" No suspicious activity found",No,Rule#002-Attempt to bypass conditional access rule in Microsoft Entra ID,Sentinel,Closed,Rule#002 -12-Jul'25 (209114),False Positive,Legitimate user,,Pass,,
258,12-Jul-25,July,Afternoon,209115,Sophos,High,Alert,Navtesh,Sarvesh & Uday,7/12/2025 15:02,7/12/2025 15:03,1.00,7/12/2025 15:05,3.00,7/12/2025 16:02,Resolved,BAS Testing-ARQ-PC-030,No,Rule#279- Detect when Alert Triggered in Sophos.,Sophos,Closed,Rule#279-July-12-25 ( 209115),Benign Positive,Legitimate user,,Pass,,
259,12-Jul-25,July,Afternoon,209116,Sophos,High,Alert,Navtesh,Sarvesh & Uday,7/12/2025 15:07,7/12/2025 15:08,1.00,7/12/2025 15:13,6.00,7/12/2025 16:07,Resolved,BAS Testing-ARQ-PC-030,No,Rule#279- Detect when Alert Triggered in Sophos.,Sophos,Closed,Rule#279-July-12-25 ( 209116).xlsx,Benign Positive,Legitimate user,,Pass,,
260,12-Jul-25,July,Afternoon,209117,AD,Medium,Incident ,Navtesh,Sarvesh & Uday,7/12/2025 20:08,7/12/2025 20:09,1.00,7/12/2025 20:34,26.00,7/13/2025 0:08,Resolved,"Triaging Steps performed : User Name:eholland@arcutis.com Location: Ru, RO, US, JP, DE closure comments Observed the events, as checked sign in logs There was no successfull attempt from any of the country. No successfull compromise activity seen and all are failed attempts due to invalid password and Sign-in was blocked because it came from an IP address with malicious activity. Closing as TP",No,Rule#184-P1- Sign-in attempts from block listed countries.,Sentinel,Closed,Rule#184-P1-July-12-25 ( 209117),True Positive,,took time for investigation.,Pass,,
261,12-Jul-25,July,Afternoon,209118,AD,Medium,Alert,Navtesh,Sarvesh & Uday,7/12/2025 20:57,7/12/2025 20:58,1.00,7/12/2025 21:01,4.00,7/13/2025 0:57,Resolved,"triaging steps performed:checked IP Reputation Clean, observed the events checked the IP's no malicious IP's detected,checked history-sign in logs of the users and the location is LC observed that No successfull attempts found due to Access has been blocked due to conditional access policies and user using known apps and IP is clean No suspicious activity found closing as false positive",No,Rule#021-Authentication Attempt from New Country,Sentinel,Closed,Rule 021-July-12-25-( 209118 ),False Positive,Legitimate user,,Pass,,
262,12-Jul-25,July,Afternoon,209119,AD,Medium,Alert,Navtesh,Sarvesh & Uday,7/12/2025 21:00,7/12/2025 21:01,1.00,7/12/2025 21:06,6.00,7/13/2025 1:00,Resolved,"checked events all users are using Nord VPN, 3 users is using different ip checked sign in logs, user is using known apps and device and IP is clean and location is US, nothing suspicious found, closing as FP.",Yes,Rule#008-Signins From VPS Providers,Sentinel,Closed,Rule 008-July-12-25 ( 209119),False Positive,Nord VPN,,Pass,,
263,12-Jul-25,July,Afternoon,209120,Box,Medium,Alert,Navtesh,Sarvesh & Uday,7/12/2025 22:00,7/12/2025 22:04,4.00,7/12/2025 22:07,7.00,7/13/2025 2:00,Resolved,"Triaging steps: By observing the events internal users access external domains, by observings additional details, these all are look like business purpose communications only, so closing it as a false positive Escalating (Yes/ No) No.",No,Rule#006-Box - Item shared to external entity,Sentinel,Closed,Rule 006-July-12-25 ( 209120),False Positive,Legitimate user,,Pass,,
264,12-Jul-25,July,Night,209121,AD,Medium,Alert,Uday,Aman,7/12/2025 22:35,7/12/2025 22:40,5.00,7/12/2025 22:50,15.00,7/13/2025 2:35,Resolved,"Triaging steps: checked events as well as audit logs of the users, users changed the passwords successfully ,action count was less, detected IP' are clean, Nothing suspicious found ,closing it as false positive Escalating (Yes/ No) No",No,Rule#017-Tracking Password Changes,Sentinel,Closed,Rule#017 12th July'25 (209121).xlsx,False Positive,Legitimate user,,Pass,,
265,12-Jul-25,July,Night,209122,AD,Low,Alert,Uday,Aman,7/13/2025 1:11,7/13/2025 1:17,6.00,7/13/2025 1:38,27.00,7/13/2025 9:11,Resolved,"Observed the events , checked the location , Ip is clean , no malicious activity was detected",No,Rule#002-Attempt to bypass conditional access rule in Microsoft Entra ID,Sentinel,Closed,Rule 002-12th July'25 (209122).xlsx,False Positive,Legitimate user,,Fail,Provide justification for increased MTTR,
266,12-Jul-25,July,Night,209123,Sophos,High,Alert,Uday,Aman,7/13/2025 1:33,7/13/2025 1:50,17.00,7/13/2025 2:00,27.00,7/13/2025 2:33,Resolved,"checked the events , device - ARC-PC-PF4V1LAA it is related user JoshFrommer and part of Cymulate activity confirmed by  yasaswini.",No,Rule#279- Detect when Alert Triggered in Sophos.,Sentinel,Closed,Rule#279- 12th July'25 (209123).xlsx,Benign Positive,Legitimate user,Issue with VDI,Pass,,
267,12-Jul-25,July,Night,209124,AD,Medium,Incident ,Uday,Aman,7/13/2025 3:08,7/13/2025 3:16,8.00,7/13/2025 3:24,16.00,7/13/2025 7:08,Resolved,"Triaging Steps performed : User Name :noreply@arcutis.com Location: KR,BR US, CN closure comments Observed the events, as checked sign in logs There was no successfull attempt from any of the country. No successfull compromise activity seen and all are failed attempts due to invalid password and Sign-in was blocked because it came from an IP address with malicious activity. Closing as TP",No,Rule#184-P1- Sign-in attempts from block listed countries.,Sentinel,Closed,Rule#184-P1- 12th July'25 ( 209124).xlsx,True Positive,,,Pass,,
268,12-Jul-25,July,Night,209125,AD,Medium,Incident ,Uday,Aman,7/13/2025 3:23,7/13/2025 3:24,1.00,7/13/2025 3:27,4.00,7/13/2025 7:23,Resolved,"Triaging Steps performed : User Name :marketing@arcutis.com Location: KR,TZ, AE,CN,TW. closure comments Observed the events, as checked sign in logs There was no successfull attempt from any of the country. No successfull compromise activity seen and all are failed attempts due to invalid password and Sign-in was blocked because it came from an IP address with malicious activity. Closing as TP",No,Rule#184-P1- Sign-in attempts from block listed countries.,Sentinel,Closed,Rule#184-P1- 12th July'25 ( 209125).xlsx,True Positive,,,Pass,,
269,12-Jul-25,July,Night,209126,AD,High,Alert,Sarvesh,Aman,7/13/2025 3:39,7/13/2025 3:40,1.00,7/13/2025 3:49,10.00,7/13/2025 4:39,Resolved,"Triaging Steps performed : Check ip reputation - clean. Check history - only one user detected in the alert, user using clean IP Sign in logs / -- User using known apps with MFA Satisfied Closure comments = Observed the events, Checked sign in logs for the user sfaucher@arcutis.com  , IPs are clean, detected user using known apps , GB location ,it is unfamiliar to the user but there were no success attempts were seen also user on vacation and out of office, Closing as False positive (yes/ No) No",No,Rule#286- Atypical travel,Sentinel,Closed,Rule #286 -July-12-25-(209126).xlsx,False Positive,Legitimate user,,Fail,Missing Rule ID Template,
